,age,workclass,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,income
118,43,Federal-gov,14,Married-civ-spouse,Transport-moving,Husband,White,1,27,0,50,1
119,20,?,10,Never-married,?,Own-child,Amer-Indian-Eskimo,1,17,0,21,0
120,31,Self-emp-not-inc,13,Married-spouse-absent,Prof-specialty,Not-in-family,White,0,5,0,60,0
121,27,Private,9,Married-civ-spouse,Other-service,Other-relative,Amer-Indian-Eskimo,0,0,0,40,0
122,29,Private,13,Married-civ-spouse,Protective-serv,Husband,White,1,14,0,40,1
123,63,Private,14,Married-civ-spouse,Prof-specialty,Not-in-family,Asian-Pac-Islander,1,32,0,51,1
124,42,Local-gov,9,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,40,1
125,32,Private,9,Divorced,Adm-clerical,Unmarried,White,0,0,0,40,0
126,36,Private,13,Divorced,Prof-specialty,Not-in-family,White,0,0,0,45,0
127,22,Private,7,Never-married,Other-service,Other-relative,Other,1,25,0,40,0
128,43,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,1,38,0,55,1
129,35,Private,9,Never-married,Sales,Not-in-family,White,1,28,0,40,0
130,36,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,1,7669,0,55,1
131,73,Self-emp-inc,13,Widowed,Sales,Not-in-family,Other,0,0,0,20,0
132,30,Private,10,Never-married,Exec-managerial,Own-child,Amer-Indian-Eskimo,0,23,0,21,0
133,29,Private,14,Never-married,Prof-specialty,Not-in-family,White,1,2,0,40,0
134,37,Private,13,Separated,Tech-support,Not-in-family,White,1,6,1,40,1
135,30,Local-gov,10,Never-married,Prof-specialty,Own-child,Black,1,12,0,40,0
136,22,Private,9,Never-married,Other-service,Own-child,Other,0,2,0,40,0
137,70,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,1,0,1,40,0
138,31,Private,13,Married-civ-spouse,Exec-managerial,Wife,Black,0,24,0,55,1
139,57,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,1,10,0,50,1
140,39,Private,14,Divorced,Prof-specialty,Not-in-family,White,1,15,0,50,0
141,56,Private,9,Separated,Prof-specialty,Not-in-family,White,1,9,0,40,1
142,44,Private,9,Never-married,Machine-op-inspct,Not-in-family,White,0,3824,0,22,0
143,53,?,10,Widowed,Other-service,Unmarried,White,0,0,0,24,0
144,71,,9,Married-civ-spouse,,Husband,White,0,2,0,8,0
145,67,?,7,Married-AF-spouse,?,Own-child,Asian-Pac-Islander,1,15,0,19,0
146,19,Private,9,Never-married,Transport-moving,Other-relative,White,1,0,0,21,0
147,20,Private,9,Never-married,Handlers-cleaners,Own-child,White,0,3460,0,22,0
148,34,Private,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,1
149,39,Private,9,Married-civ-spouse,Craft-repair,Husband,White,1,38,0,55,1
150,38,Federal-gov,10,Married-civ-spouse,Prof-specialty,Other-relative,Black,1,14860,0,40,1
151,66,Private,9,Married-civ-spouse,Transport-moving,Husband,White,1,10,0,40,1
152,42,Self-emp-inc,10,Married-civ-spouse,Exec-managerial,Husband,Black,1,17,0,30,1
153,39,Private,9,Married-civ-spouse,Transport-moving,Husband,White,1,0,2,40,1
154,31,Private,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,0
155,58,Local-gov,9,Separated,Adm-clerical,Husband,Black,1,16,0,40,0
156,37,Private,10,Married-civ-spouse,Transport-moving,Husband,White,1,18,0,40,1
157,30,Private,9,Never-married,Adm-clerical,Own-child,Other,0,0,0,40,0
158,45,Private,9,Married-civ-spouse,Farming-fishing,Husband,White,1,12,0,40,1
159,66,Self-emp-not-inc,9,Married-civ-spouse,Adm-clerical,Husband,White,1,22,1,66,0
160,29,Private,5,Married-civ-spouse,Protective-serv,Husband,Black,1,3784,0,70,1
161,63,,13,Married-civ-spouse,,Husband,White,1,0,0,6,0
162,36,Private,9,Never-married,Other-service,Other-relative,White,1,7,0,40,0
163,42,Private,9,Never-married,Priv-house-serv,Other-relative,White,1,10,0,19,0
164,59,Self-emp-inc,14,Married-civ-spouse,,Husband,White,1,12,0,55,1
165,24,,10,Widowed,,Not-in-family,White,0,0,1,19,0
166,63,Private,14,Married-civ-spouse,Other-service,Husband,White,1,10,1,40,1
167,57,Private,9,Married-spouse-absent,Sales,Wife,White,0,19,1,40,0
168,24,Private,6,Never-married,Sales,Other-relative,White,1,0,0,23,0
169,58,Private,13,Married-civ-spouse,Protective-serv,Not-in-family,White,0,7829,0,45,1
170,33,Local-gov,12,Divorced,Adm-clerical,Unmarried,Black,0,16,1,40,0
171,31,Private,9,Never-married,Handlers-cleaners,Not-in-family,White,0,16,0,36,1
172,48,Private,10,Never-married,Transport-moving,Not-in-family,White,1,3364,0,40,0
173,37,Private,11,Divorced,Prof-specialty,Unmarried,White,0,0,0,40,0
174,26,?,10,Never-married,?,Own-child,Amer-Indian-Eskimo,0,0,1,36,0
175,48,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,1,9,0,40,1
176,38,Private,10,Never-married,Prof-specialty,Not-in-family,Black,0,22,1,40,1
177,47,Federal-gov,9,Married-spouse-absent,Adm-clerical,Other-relative,Black,1,29,0,40,0
178,47,,9,Separated,Other-service,Husband,Amer-Indian-Eskimo,1,1,2,24,0
179,30,Federal-gov,13,Married-civ-spouse,Tech-support,Wife,Amer-Indian-Eskimo,1,28,0,40,0
180,53,Private,3,Separated,Craft-repair,Unmarried,White,0,0,0,30,0
181,20,Private,13,Never-married,Sales,Not-in-family,White,0,0,0,20,0
182,40,Private,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,1,12,0,40,1
183,50,Private,13,Married-civ-spouse,Prof-specialty,Husband,Other,0,21,0,40,0
184,26,Private,6,Never-married,Handlers-cleaners,Not-in-family,White,1,0,0,40,0
185,32,Private,10,Married-civ-spouse,Prof-specialty,Husband,White,1,28,0,40,1
186,26,Private,10,Never-married,Adm-clerical,Not-in-family,White,1,0,0,40,0
187,21,Self-emp-not-inc,10,Married-civ-spouse,Craft-repair,Own-child,White,1,0,0,22,0
188,61,Private,9,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,1,0,1,43,1
189,54,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,1,22,0,50,1
190,17,Private,10,Never-married,Adm-clerical,Not-in-family,Other,0,9,1,40,0
191,18,Private,9,Never-married,Other-service,Own-child,White,0,5,1,40,0
192,55,Private,9,Married-civ-spouse,Craft-repair,Husband,White,1,3757,0,60,0
193,58,Private,11,Divorced,Craft-repair,Not-in-family,White,1,0,0,56,1
194,30,Private,9,Married-civ-spouse,Transport-moving,Husband,White,1,0,0,30,0
195,25,Private,9,Married-civ-spouse,Handlers-cleaners,Wife,Asian-Pac-Islander,1,4011,0,40,1
196,37,Private,9,Married-civ-spouse,Craft-repair,Husband,White,1,8,0,43,0
197,18,Private,7,Never-married,Tech-support,Own-child,White,1,1,0,45,0
198,71,Self-emp-not-inc,10,Divorced,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,1,22,0,40,1
199,32,Private,13,Married-civ-spouse,Transport-moving,Husband,White,1,29,0,62,0
200,48,Private,9,Never-married,Adm-clerical,Unmarried,Black,0,8,1,40,0
201,61,Private,9,Married-civ-spouse,Other-service,Husband,White,1,4,0,45,1
202,39,Private,9,Never-married,Sales,Not-in-family,White,0,0,0,57,0
203,49,Private,9,Divorced,Sales,Not-in-family,White,1,3584,0,50,0
204,58,Private,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,0
205,17,Private,7,Never-married,Adm-clerical,Unmarried,White,0,0,1,23,0
206,36,Private,5,Never-married,Prof-specialty,Not-in-family,White,0,0,0,40,0
207,31,Private,7,Divorced,Armed-Forces,Not-in-family,White,1,19,1,50,0
208,44,Federal-gov,15,Married-civ-spouse,Prof-specialty,Wife,Other,0,25,0,40,1
209,45,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,1,7789,0,40,1
210,20,Self-emp-not-inc,9,Never-married,Farming-fishing,Not-in-family,White,1,17,0,24,0
211,75,Private,9,Married-civ-spouse,Transport-moving,Husband,White,1,0,0,44,1
212,32,Local-gov,15,Never-married,Prof-specialty,Unmarried,White,0,12,0,40,0
213,56,Private,9,Divorced,Craft-repair,Not-in-family,White,0,0,0,50,0
214,64,Private,9,Married-civ-spouse,Transport-moving,Husband,White,1,0,0,48,0
215,22,State-gov,13,Never-married,Prof-specialty,Not-in-family,White,1,9,0,45,1
216,48,Local-gov,10,Never-married,Adm-clerical,Not-in-family,White,0,30,0,40,0
217,19,Private,9,Never-married,Protective-serv,Own-child,White,1,0,0,22,0
218,32,Private,13,Never-married,Prof-specialty,Not-in-family,White,0,16,0,40,0
219,19,,10,Never-married,,Own-child,White,1,8,1,48,0
220,44,Private,7,Married-AF-spouse,Adm-clerical,Wife,White,0,9,0,36,0
221,51,Private,9,Separated,Tech-support,Wife,White,0,0,0,40,0
222,37,Private,9,Never-married,Priv-house-serv,Not-in-family,White,0,11,0,40,0
223,32,Self-emp-inc,13,Widowed,Adm-clerical,Other-relative,Amer-Indian-Eskimo,0,20,1,40,0
224,56,Self-emp-inc,11,Married-civ-spouse,Exec-managerial,Husband,White,1,39,0,40,1
225,51,Self-emp-not-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,1,8,0,40,1
226,63,Private,9,Married-civ-spouse,Transport-moving,Husband,White,1,3,1,50,1
227,31,Private,9,Separated,Craft-repair,Own-child,White,1,3154,0,22,0
228,38,Private,14,Married-civ-spouse,Machine-op-inspct,Husband,White,1,0,0,36,1
229,25,Private,9,Divorced,?,Not-in-family,White,0,2,0,20,0
230,34,Private,9,Never-married,Tech-support,Unmarried,White,0,22,1,40,0
231,66,Local-gov,7,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,0,0,0,36,0
232,32,Private,13,Divorced,Adm-clerical,Not-in-family,White,0,26,0,40,0
233,52,Private,3,Never-married,Adm-clerical,Unmarried,Black,0,10,0,50,0
234,41,Never-worked,3,Divorced,Prof-specialty,Not-in-family,White,0,0,0,40,0
235,35,Private,12,Never-married,Prof-specialty,Not-in-family,White,0,31,0,40,0
236,35,Private,9,Divorced,Transport-moving,Not-in-family,White,1,10,0,57,0
237,38,Private,15,Married-spouse-absent,Other-service,Not-in-family,White,0,4122,0,40,0
238,37,Private,13,Married-civ-spouse,Tech-support,Husband,White,1,38,0,40,1
239,18,Private,3,Never-married,Priv-house-serv,Not-in-family,White,0,0,0,40,0
240,36,Private,9,Married-civ-spouse,Craft-repair,Husband,White,1,29,0,40,1
241,48,Private,9,Divorced,Exec-managerial,Not-in-family,Black,0,0,1,40,0
242,27,Private,10,Never-married,Sales,Own-child,White,0,0,0,40,0
243,34,Local-gov,13,Never-married,Handlers-cleaners,Not-in-family,Asian-Pac-Islander,1,2,0,40,0
244,30,Private,9,Married-civ-spouse,Prof-specialty,Wife,Other,0,0,0,36,1
245,52,Private,3,Divorced,Other-service,Unmarried,Other,0,12,0,40,0
246,61,Local-gov,14,Married-civ-spouse,Prof-specialty,Husband,Black,1,15052,0,40,1
247,25,Private,9,Never-married,Handlers-cleaners,Not-in-family,Black,1,14,1,40,0
248,30,Private,9,Never-married,Tech-support,Own-child,White,0,17,0,40,0
249,42,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,Husband,White,1,0,0,40,0
250,20,Private,10,Never-married,Other-service,Own-child,Asian-Pac-Islander,1,0,1,40,0
251,32,Private,13,Never-married,Prof-specialty,Not-in-family,White,1,15,0,50,0
252,35,Private,9,Married-civ-spouse,Craft-repair,Not-in-family,White,1,4029,0,32,1
253,80,Self-emp-inc,16,Married-civ-spouse,Exec-managerial,Husband,White,1,7866,1,50,1
254,64,,4,Widowed,Other-service,Not-in-family,White,0,3338,0,49,1
255,38,Private,9,Married-civ-spouse,Transport-moving,Husband,White,1,0,0,52,0
256,87,,13,Married-civ-spouse,,Husband,White,1,0,0,9,0
257,63,State-gov,10,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,0,3362,0,40,0
258,54,Private,9,Divorced,Prof-specialty,Unmarried,White,0,0,0,40,0
259,40,Private,9,Married-civ-spouse,Sales,Husband,White,1,0,1,61,1
260,28,Private,10,Never-married,Handlers-cleaners,Other-relative,White,1,27,0,40,0
261,76,,9,Married-spouse-absent,,Husband,White,0,0,1,21,0
262,26,Private,9,Never-married,Sales,Own-child,White,0,0,0,40,0
263,39,Private,9,Married-civ-spouse,Sales,Husband,White,1,7594,0,40,1
264,67,Federal-gov,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,0
265,37,Private,13,Never-married,Transport-moving,Unmarried,Asian-Pac-Islander,1,21,0,60,1
266,21,,10,Married-civ-spouse,Machine-op-inspct,Husband,Black,1,0,0,40,0
267,29,Private,9,Never-married,Sales,Not-in-family,Black,0,3150,0,40,0
268,64,Private,9,Never-married,Machine-op-inspct,Husband,White,1,8,0,40,0
269,43,Private,9,Divorced,Other-service,Other-relative,White,0,14,0,40,0
270,63,?,4,Married-civ-spouse,?,Not-in-family,White,0,0,0,21,0
271,22,?,6,Widowed,?,Other-relative,White,1,0,1,23,0
272,31,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,1,0,0,40,0
273,50,State-gov,15,Married-civ-spouse,Adm-clerical,Not-in-family,White,0,10,0,40,0
274,43,Federal-gov,13,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,1
275,30,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,1,25,0,40,1
276,20,Private,13,Never-married,Adm-clerical,Own-child,White,0,0,0,20,0
277,28,Private,9,Married-AF-spouse,Adm-clerical,Wife,White,0,20,0,24,1
278,71,,9,Married-civ-spouse,Transport-moving,Husband,Black,1,0,1,35,0
279,44,Private,9,Divorced,Craft-repair,Not-in-family,White,1,1,0,40,0
280,44,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,1,1,1,56,1
281,70,Private,9,Married-civ-spouse,Adm-clerical,Husband,Black,1,12,0,40,0
282,36,Self-emp-not-inc,9,Married-civ-spouse,Transport-moving,Husband,White,1,0,2,46,0
283,32,Private,9,Never-married,Other-service,Own-child,White,1,0,1,18,0
284,39,Private,13,Married-civ-spouse,Sales,Husband,Other,1,0,0,39,1
285,21,Private,10,Never-married,Transport-moving,Own-child,White,1,0,0,40,0
286,34,Private,9,Divorced,Other-service,Not-in-family,White,1,0,0,42,0
287,80,?,6,Widowed,?,Not-in-family,White,1,0,0,19,0
288,55,Private,13,Married-civ-spouse,Tech-support,Wife,White,0,28,1,40,1
289,41,Private,9,Married-civ-spouse,Craft-repair,Husband,White,1,1,1,37,1
290,38,Private,7,Never-married,Tech-support,Unmarried,Other,0,2,0,40,0
291,42,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,1,27,2,40,0
292,63,Private,3,Married-civ-spouse,Machine-op-inspct,Husband,White,1,19,1,21,0
293,19,Private,7,Never-married,Tech-support,Own-child,White,0,4,0,20,0
294,28,Private,9,Never-married,Adm-clerical,Husband,Asian-Pac-Islander,1,0,1,40,0
295,29,Local-gov,14,Divorced,Prof-specialty,Not-in-family,Asian-Pac-Islander,0,0,0,50,0
296,59,Private,13,Married-civ-spouse,Tech-support,Not-in-family,White,1,0,0,43,0
297,54,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,Husband,White,1,3122,1,40,0
298,25,Private,13,Never-married,Prof-specialty,Not-in-family,Black,0,4,0,40,0
299,75,?,4,Never-married,?,Wife,White,0,14940,0,14,0
300,29,Private,13,Never-married,Other-service,Not-in-family,White,0,0,0,40,0
301,22,Private,7,Never-married,Handlers-cleaners,Own-child,Black,1,0,1,20,0
302,34,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,Amer-Indian-Eskimo,1,22,0,40,0
303,28,Private,9,Married-civ-spouse,Machine-op-inspct,Not-in-family,White,0,13,0,25,0
304,43,Private,9,Married-civ-spouse,Transport-moving,Husband,White,1,5,0,30,1
305,21,,10,Married-civ-spouse,,Own-child,White,1,0,2,40,0
306,22,Local-gov,9,Never-married,Adm-clerical,Not-in-family,White,1,0,0,40,0
307,41,Private,9,Divorced,Other-service,Unmarried,White,1,0,0,40,0
308,56,Private,9,Married-civ-spouse,Craft-repair,Husband,White,1,19,0,60,0
309,49,Private,9,Married-civ-spouse,Craft-repair,Husband,White,1,3,0,40,1
310,28,Private,9,Married-civ-spouse,Sales,Husband,White,1,28,0,45,1
311,36,Private,9,Married-civ-spouse,Transport-moving,Husband,White,1,15,0,45,1
312,33,Private,9,Divorced,Prof-specialty,Not-in-family,White,0,31,0,40,0
313,42,Private,14,Divorced,Craft-repair,Not-in-family,White,0,23,0,59,0
314,46,Private,14,Never-married,Handlers-cleaners,Unmarried,White,1,0,0,40,0
315,84,Self-emp-inc,3,Widowed,Other-service,Not-in-family,White,0,28,0,54,0
316,30,Private,5,Divorced,Adm-clerical,Unmarried,White,0,17,0,40,0
317,51,Private,3,Divorced,Priv-house-serv,Unmarried,White,0,0,0,51,0
318,35,Private,9,Widowed,Machine-op-inspct,Not-in-family,Black,1,1,0,40,0
319,20,Private,13,Never-married,Adm-clerical,Not-in-family,Black,1,0,0,55,0
320,19,Private,9,Never-married,Transport-moving,Not-in-family,White,1,2961,0,40,0
321,58,Self-emp-not-inc,10,Never-married,Craft-repair,Other-relative,White,1,0,0,30,0
322,66,Self-emp-inc,9,Widowed,Prof-specialty,Not-in-family,White,0,14,0,52,0
323,23,Private,7,Never-married,Adm-clerical,Own-child,White,0,1,0,40,0
