,age,workclass,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,income
20936,39,Local-gov,13,Widowed,Prof-specialty,Unmarried,Asian-Pac-Islander,Female,0,0,10,0
38460,29,Private,10,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,20,0
3316,47,Local-gov,10,Never-married,Protective-serv,Not-in-family,Black,Male,0,0,40,0
8566,35,Local-gov,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,1
33338,31,Private,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,60,0
39066,32,Private,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,0
14411,20,Private,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,9,0
23183,39,Local-gov,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,1
30684,39,Private,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,1
23126,40,Private,10,Divorced,Transport-moving,Unmarried,White,Male,0,0,40,1
14438,44,Self-emp-not-inc,9,Never-married,Craft-repair,Not-in-family,White,Male,14344,0,40,1
19112,71,Self-emp-not-inc,2,Divorced,Craft-repair,Not-in-family,White,Female,0,0,28,0
3116,52,Self-emp-inc,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,0
4618,27,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,1
30252,33,Private,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,0
14425,21,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,37,0
22916,59,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,0
33683,42,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,50,1
2799,36,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,38,0
13561,34,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,48,1
39300,49,Private,9,Never-married,Other-service,Not-in-family,White,Male,0,0,38,0
17323,39,Federal-gov,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,0
8487,39,Private,10,Divorced,Tech-support,Not-in-family,White,Female,0,0,40,0
17004,52,Private,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,0
32371,49,Self-emp-not-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,1
46643,48,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,1
46636,21,Private,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,0
42483,28,Federal-gov,9,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,0
37606,31,Private,10,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,1
43354,44,Private,9,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,40,0
12192,33,Self-emp-not-inc,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,65,1
11040,46,Self-emp-not-inc,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,55,1
17686,24,Private,12,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,0
14,40,Private,11,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,40,1
14053,39,?,7,Never-married,?,Not-in-family,Black,Female,0,0,40,0
10243,42,Self-emp-not-inc,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,0
44281,48,Self-emp-not-inc,8,Widowed,Sales,Unmarried,Asian-Pac-Islander,Female,0,0,40,0
6346,21,Private,11,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,0
13575,26,Private,10,Never-married,Craft-repair,Own-child,White,Male,0,0,40,0
13939,35,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,30,0
13631,50,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,40,1
48376,23,Private,13,Divorced,Adm-clerical,Not-in-family,White,Female,8614,0,70,1
696,35,Private,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,60,1
15049,27,Self-emp-inc,14,Never-married,Transport-moving,Own-child,White,Male,0,0,40,0
33012,65,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,48,0
21671,51,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,0
22931,26,State-gov,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,40,1
10321,22,Private,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,25,0
5326,59,Private,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,48,0
19600,57,Private,11,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,40,0
47607,58,Private,13,Married-civ-spouse,Sales,Husband,White,Male,0,1902,70,1
4441,43,Self-emp-inc,15,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,99,1
1618,32,Private,7,Never-married,Craft-repair,Other-relative,White,Male,0,0,40,0
1267,50,Self-emp-not-inc,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,0
12639,35,Private,13,Never-married,Other-service,Not-in-family,White,Female,0,0,45,0
2096,26,Private,13,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,0,0,16,0
20206,45,Private,9,Divorced,Sales,Unmarried,Black,Male,5455,0,40,0
2881,28,Private,10,Separated,Adm-clerical,Not-in-family,White,Female,0,0,40,0
16869,43,Private,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,0
3264,36,Self-emp-inc,12,Separated,Exec-managerial,Not-in-family,White,Male,0,0,50,0
37157,55,Private,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,0
41604,56,Self-emp-not-inc,14,Married-civ-spouse,Sales,Wife,White,Female,0,0,70,0
32917,33,Private,13,Never-married,Sales,Not-in-family,White,Male,0,0,45,0
28486,24,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,0
47243,23,Private,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,0
25782,35,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,1
28146,40,Self-emp-not-inc,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,0
23866,28,Private,7,Married-spouse-absent,Other-service,Unmarried,White,Female,0,0,35,0
38985,27,Private,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,1902,30,1
19800,32,Self-emp-not-inc,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,0
2124,47,Private,3,Never-married,Priv-house-serv,Own-child,White,Female,0,0,40,0
262,17,Private,7,Never-married,Other-service,Own-child,White,Male,0,0,12,0
44987,33,Private,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,60,0
11038,30,Private,13,Never-married,Other-service,Not-in-family,White,Male,0,0,40,0
5780,41,Private,10,Divorced,Sales,Not-in-family,White,Female,0,0,15,0
3935,17,Private,7,Never-married,Sales,Own-child,White,Female,0,0,35,0
47855,59,Private,10,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0,0,40,0
40459,31,Private,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,35,0
44701,52,Federal-gov,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,0
7554,34,?,9,Married-civ-spouse,?,Husband,White,Male,0,0,25,0
12220,50,Local-gov,14,Divorced,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Female,0,0,50,1
33664,17,Private,4,Never-married,Other-service,Own-child,White,Male,0,0,36,0
205,18,Private,7,Never-married,Sales,Own-child,White,Female,0,0,40,0
43812,40,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,0
8054,42,Private,12,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,24,0
32093,62,?,11,Married-civ-spouse,?,Husband,White,Male,0,0,40,0
16299,22,Private,10,Never-married,Sales,Own-child,White,Female,0,0,20,0
23152,37,Private,9,Never-married,Craft-repair,Unmarried,White,Male,0,0,40,0
34795,28,State-gov,10,Separated,Adm-clerical,Not-in-family,White,Female,0,0,40,0
25982,31,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,1
1964,28,Private,13,Never-married,Transport-moving,Unmarried,White,Male,0,0,20,0
39310,43,Private,12,Divorced,Other-service,Unmarried,White,Female,0,2238,40,0
12280,24,Private,10,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,20,0
32238,47,Private,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999,0,40,1
1078,49,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,0
35007,28,Private,11,Never-married,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Male,0,0,40,0
30153,30,Private,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,30,0
39777,63,Federal-gov,2,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,40,0
14293,53,Federal-gov,9,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,58,0
37055,33,Private,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,20,0
5726,20,Private,9,Separated,Machine-op-inspct,Own-child,White,Male,0,0,40,0
39585,58,Private,9,Divorced,Adm-clerical,Unmarried,White,Female,99999,0,40,1
9721,49,State-gov,14,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,0
19164,42,Private,13,Never-married,Sales,Not-in-family,White,Male,0,0,40,0
48801,57,Private,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,60,1
20242,48,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,1
24928,45,Federal-gov,12,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,0
36389,36,Private,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,0
18971,32,Private,13,Never-married,Exec-managerial,Not-in-family,White,Male,13550,0,48,1
8099,32,Private,10,Divorced,Handlers-cleaners,Unmarried,Black,Male,0,0,40,0
4351,33,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,1
30713,56,?,10,Divorced,?,Not-in-family,White,Female,0,0,20,0
39607,62,Self-emp-not-inc,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,1
36722,34,Federal-gov,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,53,1
48704,42,Private,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,0
26266,49,Private,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,0
38720,33,State-gov,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,1092,40,0
20371,50,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,0
303,55,Private,9,Married-civ-spouse,Sales,Husband,White,Male,4386,0,40,1
34835,38,Private,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,1
31743,38,Local-gov,15,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,40,1
34684,40,Private,11,Divorced,Exec-managerial,Unmarried,Amer-Indian-Eskimo,Female,0,0,40,0
46506,21,Private,9,Never-married,Other-service,Not-in-family,White,Female,0,0,64,0
40181,35,,10,Married-civ-spouse,,Husband,Black,Male,0,0,40,0
12185,34,Self-emp-not-inc,13,Divorced,Prof-specialty,Unmarried,White,Female,0,0,50,0
35152,60,Self-emp-not-inc,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,0
5810,25,Private,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,0
35030,67,Self-emp-inc,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,0
24715,19,Private,8,Never-married,Farming-fishing,Own-child,White,Female,0,0,30,0
36451,19,Private,10,Never-married,Other-service,Own-child,White,Female,0,0,20,0
44915,44,Private,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,1
24321,47,Private,9,Divorced,Craft-repair,Not-in-family,Black,Male,8614,0,44,1
32942,26,Private,13,Divorced,Tech-support,Not-in-family,White,Female,0,0,40,0
24514,30,Private,15,Divorced,Prof-specialty,Not-in-family,White,Male,10520,0,50,1
35234,34,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,1
19926,27,Private,15,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,0,0,10,0
5041,23,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,0
24626,37,Self-emp-not-inc,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,42,0
14563,39,Private,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,24,0
20244,20,Private,8,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,0
11629,31,Private,5,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,40,0
38687,35,Private,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,0
808,64,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,1
285,57,Federal-gov,14,Married-civ-spouse,Sales,Husband,White,Male,15024,0,40,1
25090,31,Private,9,Never-married,Exec-managerial,Own-child,White,Male,0,0,60,0
20298,41,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,45,1
46276,37,Self-emp-not-inc,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,1
18879,49,Private,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,1
45515,47,Private,10,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,40,0
26264,29,Private,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,0
39515,55,Private,11,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,0
14375,25,Federal-gov,9,Never-married,Transport-moving,Own-child,White,Male,0,0,40,0
18400,27,Self-emp-inc,9,Never-married,Sales,Not-in-family,White,Male,0,0,50,0
6879,41,Federal-gov,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,1
23637,46,Self-emp-inc,13,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,50,0
48684,55,Local-gov,9,Divorced,Exec-managerial,Unmarried,Amer-Indian-Eskimo,Male,0,0,8,0
35008,61,,9,Married-civ-spouse,,Husband,Black,Male,0,0,40,0
22387,22,?,10,Never-married,?,Own-child,White,Male,0,0,2,0
1157,28,State-gov,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,50,1
719,34,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,1
32521,33,Private,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,0
3255,47,?,11,Divorced,?,Not-in-family,White,Male,0,0,40,0
10718,35,?,12,Married-civ-spouse,?,Wife,White,Female,0,0,16,0
12004,46,Private,8,Married-civ-spouse,Craft-repair,Husband,White,Male,7298,0,40,1
19893,25,Self-emp-inc,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,1
32579,37,Private,9,Widowed,Machine-op-inspct,Unmarried,White,Female,0,0,20,0
306,26,Private,12,Never-married,Tech-support,Not-in-family,White,Male,0,0,45,0
31576,38,Private,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,50,1
11470,37,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,1
107,30,Private,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,0
11703,26,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,40,1
9131,51,Self-emp-not-inc,14,Divorced,Prof-specialty,Unmarried,White,Male,0,0,60,1
1463,39,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,1
41984,22,Private,10,Never-married,Other-service,Own-child,White,Male,0,0,20,0
43055,19,Private,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,15,0
15420,57,Self-emp-inc,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,60,1
35969,31,Private,9,Married-spouse-absent,Handlers-cleaners,Not-in-family,White,Male,0,0,40,0
22909,30,Local-gov,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,0
25033,37,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,0
11531,45,Local-gov,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,0
47394,27,Private,9,Never-married,Sales,Unmarried,Black,Female,0,0,60,0
9417,33,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,0
7628,29,Private,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,20,0
832,26,Private,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,0
10562,36,Private,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,45,0
17215,43,Private,9,Never-married,Adm-clerical,Unmarried,White,Female,0,0,60,0
7939,23,Private,11,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,0
3716,44,Private,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,50,1
23020,38,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,0
23547,41,Private,9,Never-married,Machine-op-inspct,Unmarried,White,Female,0,0,40,0
29555,38,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,45,1
39256,64,State-gov,16,Widowed,Prof-specialty,Not-in-family,Black,Male,8614,0,50,1
32359,46,Private,1,Married-civ-spouse,Machine-op-inspct,Other-relative,Black,Male,0,0,75,0
40924,17,Private,7,Never-married,Other-service,Own-child,White,Male,0,0,15,0
8921,27,Private,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,35,0
5574,54,Private,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,1
19264,60,Local-gov,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,1
45779,48,Private,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,1
23388,62,?,14,Married-civ-spouse,?,Wife,White,Female,0,0,40,0
46433,21,,9,Never-married,,Own-child,Asian-Pac-Islander,Female,0,0,20,0
13326,51,Private,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,35,0
18544,52,Private,9,Divorced,Sales,Not-in-family,White,Male,0,0,40,0
8053,29,?,9,Married-civ-spouse,?,Not-in-family,White,Female,0,0,27,0
35250,23,Private,13,Never-married,Sales,Own-child,White,Male,0,0,40,0
7739,51,Private,2,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,0
38671,25,Local-gov,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,0
48651,34,Private,14,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,45,1
19735,43,Private,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,45,0
6807,24,Private,9,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,0,40,0
44804,23,Private,9,Never-married,Adm-clerical,Unmarried,White,Female,0,0,40,0
40107,22,Private,10,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,0
37878,29,Private,9,Never-married,Other-service,Not-in-family,White,Female,0,0,32,0
28707,24,Private,9,Never-married,Farming-fishing,Unmarried,White,Male,0,0,40,0
18478,32,Private,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,0
5651,62,Private,10,Never-married,Craft-repair,Not-in-family,White,Female,8614,0,39,1
39338,43,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,0
39452,62,Local-gov,10,Divorced,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Male,0,0,40,0
33127,73,Private,3,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,54,1
36466,29,Private,9,Never-married,Adm-clerical,Not-in-family,Black,Male,0,0,37,0
10629,33,Local-gov,13,Divorced,Protective-serv,Unmarried,White,Female,0,0,60,0
28922,57,?,9,Divorced,?,Own-child,Asian-Pac-Islander,Male,0,0,20,0
5264,51,Private,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,1
26123,40,Private,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,1
25817,41,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,45,1
46965,35,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,0
9763,43,Private,9,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,50,0
17526,36,Private,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,50,0
18525,25,Private,10,Never-married,Other-service,Not-in-family,White,Male,0,0,40,0
9085,32,Private,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,0
22212,52,Local-gov,9,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40,0
14870,70,?,13,Divorced,?,Not-in-family,White,Female,0,0,7,0
8802,50,Private,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,38,0
31217,46,Private,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,0
46385,34,Self-emp-not-inc,14,Never-married,Prof-specialty,Own-child,White,Male,0,0,50,0
10769,36,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,40,1
13905,47,Local-gov,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1887,40,1
11998,20,Private,10,Never-married,Prof-specialty,Own-child,White,Female,2176,0,12,0
16619,36,Private,14,Never-married,Adm-clerical,Not-in-family,White,Male,13550,0,50,1
45240,66,Private,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,34,0
36544,24,Private,13,Never-married,Other-service,Not-in-family,White,Male,0,0,55,0
20299,17,Private,6,Never-married,Prof-specialty,Own-child,Other,Female,0,0,15,0
18882,43,Private,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,60,1
39616,26,Private,9,Separated,Other-service,Unmarried,White,Female,0,0,39,0
24337,62,Local-gov,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,0
26397,25,Private,9,Separated,Exec-managerial,Unmarried,White,Female,0,0,37,0
14468,36,Private,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,17,0
43376,30,Private,9,Never-married,Tech-support,Unmarried,White,Female,0,0,40,0
43947,19,Private,10,Never-married,Tech-support,Own-child,White,Female,0,0,10,0
22876,58,Private,13,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,0,40,0
2131,41,Local-gov,14,Divorced,Prof-specialty,Unmarried,White,Female,0,0,60,0
1302,58,Self-emp-inc,10,Married-civ-spouse,Transport-moving,Wife,White,Female,0,0,40,1
43636,30,Private,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,44,0
39545,51,Self-emp-not-inc,10,Separated,Exec-managerial,Not-in-family,White,Female,0,0,60,0
3952,30,Private,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,50,1
34979,31,Private,10,Divorced,Exec-managerial,Unmarried,Black,Male,0,0,40,0
39401,33,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1887,50,1
4792,32,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,0
27991,20,Private,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,0
10486,20,?,10,Never-married,?,Not-in-family,White,Female,0,0,35,0
19209,21,Private,10,Never-married,Prof-specialty,Own-child,White,Female,1055,0,32,0
46638,50,Local-gov,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,1
30101,34,Private,6,Divorced,Machine-op-inspct,Not-in-family,Black,Male,0,0,60,0
15605,38,Self-emp-not-inc,6,Separated,Machine-op-inspct,Not-in-family,White,Male,0,0,40,0
1310,45,Federal-gov,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,0
20597,29,Private,6,Never-married,Craft-repair,Not-in-family,White,Male,0,0,48,0
6006,33,Private,3,Married-civ-spouse,Farming-fishing,Husband,Asian-Pac-Islander,Male,0,0,40,0
21292,62,Self-emp-inc,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,35,0
12823,26,Private,14,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,30,0
31436,32,State-gov,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,0
16059,19,Private,9,Separated,Adm-clerical,Own-child,White,Female,0,0,30,0
31863,40,Self-emp-not-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,0
24677,19,Private,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,0
4019,25,Self-emp-inc,12,Never-married,Sales,Not-in-family,White,Male,0,0,60,0
10484,18,Private,7,Never-married,Other-service,Own-child,White,Female,0,0,15,0
26656,21,Private,9,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,20,0
39462,22,State-gov,11,Never-married,Adm-clerical,Own-child,White,Male,0,0,10,0
