,age,workclass,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,income
111,35,Private,16,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,0,0,0,45,0
112,46,Private,9,Widowed,Adm-clerical,Wife,White,0,0,0,50,0
113,46,Self-emp-not-inc,13,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,45,1
114,73,?,10,Married-civ-spouse,?,Husband,Black,1,0,0,20,0
115,38,Private,4,Married-spouse-absent,?,Own-child,Other,1,7564,0,40,0
116,65,Self-emp-inc,15,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,50,1
117,56,,9,Married-civ-spouse,,Husband,White,1,0,0,50,0
118,32,Private,14,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,50,1
119,39,Self-emp-inc,9,Separated,?,Unmarried,Amer-Indian-Eskimo,0,0,0,15,0
120,23,Private,13,Never-married,Prof-specialty,Unmarried,Black,0,0,0,32,0
121,45,?,9,Widowed,Sales,Other-relative,White,0,0,0,25,0
122,32,Private,9,Married-civ-spouse,Protective-serv,Own-child,Black,1,0,0,36,0
123,36,Private,9,Married-spouse-absent,Sales,Not-in-family,White,0,0,0,40,0
124,58,Private,9,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,40,1
125,43,Self-emp-inc,10,Divorced,Adm-clerical,Unmarried,Black,0,0,0,40,0
126,57,Self-emp-not-inc,16,Divorced,Sales,Not-in-family,White,0,0,0,69,0
127,25,Private,7,Married-civ-spouse,Craft-repair,Other-relative,White,1,4219,0,50,0
128,30,Private,9,Divorced,Adm-clerical,Not-in-family,White,1,0,0,40,0
129,38,Private,10,Never-married,Adm-clerical,Own-child,White,1,0,0,40,0
130,33,State-gov,13,Married-civ-spouse,Exec-managerial,Wife,White,0,0,0,50,1
131,35,?,4,Widowed,Adm-clerical,Not-in-family,White,0,0,918,34,0
132,45,Federal-gov,10,Divorced,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,0,0,0,40,0
133,47,Private,11,Never-married,Prof-specialty,Not-in-family,White,1,6330,0,45,0
134,29,,10,Never-married,Tech-support,Husband,White,1,0,2743,40,0
135,36,Local-gov,10,Never-married,Transport-moving,Own-child,Black,1,0,0,40,0
136,20,Private,9,Never-married,Other-service,Own-child,White,0,0,0,40,0
137,30,Private,13,Married-civ-spouse,Machine-op-inspct,Husband,White,1,0,0,40,0
138,30,State-gov,13,Separated,Exec-managerial,Husband,White,0,0,0,50,1
139,36,Private,16,Separated,Exec-managerial,Not-in-family,White,1,0,0,40,1
140,47,Private,15,Divorced,Prof-specialty,Not-in-family,White,0,0,0,40,0
141,21,Private,12,Never-married,Sales,Not-in-family,White,0,0,0,32,0
142,26,Private,14,Never-married,Transport-moving,Husband,White,1,0,0,40,0
143,34,Private,10,Divorced,Adm-clerical,Unmarried,White,0,0,0,20,0
144,61,,9,Married-civ-spouse,,Husband,White,0,0,0,8,0
145,17,?,10,Married-AF-spouse,?,Own-child,White,1,0,0,20,0
146,22,Private,6,Never-married,Other-service,Other-relative,White,0,0,0,36,0
147,30,Private,9,Never-married,Handlers-cleaners,Own-child,White,1,0,0,36,0
148,46,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,1,0,2099,45,1
149,32,Private,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,1
150,22,Private,10,Never-married,Machine-op-inspct,Other-relative,Black,0,0,1693,33,0
151,25,Self-emp-not-inc,9,Separated,Transport-moving,Husband,White,1,0,0,20,1
152,25,Self-emp-inc,10,Married-civ-spouse,Exec-managerial,Own-child,Black,1,0,0,50,1
153,42,Private,13,Separated,Prof-specialty,Not-in-family,White,0,12214,0,40,1
154,37,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,1,8189,0,50,1
155,64,Private,9,Never-married,Other-service,Not-in-family,Black,1,0,0,35,0
156,38,Private,10,Separated,Transport-moving,Husband,White,1,0,0,50,0
157,50,Private,9,Divorced,Adm-clerical,Husband,Other,0,0,0,32,0
158,39,Private,10,Married-civ-spouse,,Husband,White,1,0,0,40,1
159,40,Self-emp-not-inc,14,Married-civ-spouse,Farming-fishing,Husband,White,1,0,2319,50,1
160,26,Federal-gov,5,Married-civ-spouse,Protective-serv,Husband,Black,1,6248,0,40,0
161,17,,7,Never-married,,Unmarried,Black,0,0,0,12,0
162,23,Private,7,Never-married,Other-service,Own-child,White,1,0,0,33,0
163,67,Private,7,Widowed,Priv-house-serv,Other-relative,White,1,6523,0,34,0
164,37,Self-emp-inc,9,Married-civ-spouse,Exec-managerial,Husband,White,1,12555,0,50,1
165,22,,10,Never-married,,Not-in-family,White,0,0,0,8,0
166,38,Private,14,Married-civ-spouse,Tech-support,Husband,White,1,0,0,40,1
167,41,Private,9,Married-spouse-absent,Exec-managerial,Unmarried,White,0,0,0,45,0
168,26,Private,13,Never-married,Sales,Other-relative,White,1,0,0,15,0
169,26,Private,9,Never-married,Protective-serv,Not-in-family,White,1,0,0,40,0
170,56,Local-gov,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,0,0,2530,40,0
171,20,Private,9,Never-married,Handlers-cleaners,Own-child,White,1,0,0,40,0
172,27,Private,11,Married-civ-spouse,Transport-moving,Husband,White,1,0,0,40,1
173,40,Private,5,Divorced,Exec-managerial,Unmarried,White,0,0,0,40,0
174,50,?,5,Married-civ-spouse,?,Not-in-family,White,0,0,0,50,1
175,36,Private,10,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,50,1
176,36,Private,7,Never-married,Machine-op-inspct,Own-child,Black,0,0,0,40,0
177,27,Private,9,Never-married,Adm-clerical,Not-in-family,White,0,0,0,65,0
178,52,,10,Divorced,Exec-managerial,Unmarried,Amer-Indian-Eskimo,0,0,0,40,0
179,34,Private,9,Married-spouse-absent,Tech-support,Unmarried,Amer-Indian-Eskimo,1,0,0,35,0
180,56,Private,10,Separated,Craft-repair,Not-in-family,White,1,0,0,40,0
181,17,Private,13,Never-married,Sales,Own-child,White,0,0,0,20,0
182,45,Local-gov,15,Married-civ-spouse,Prof-specialty,Unmarried,Asian-Pac-Islander,0,0,1993,40,1
183,42,Private,10,Married-civ-spouse,Other-service,Husband,Other,0,0,0,20,0
184,21,Private,10,Never-married,Exec-managerial,Not-in-family,White,0,5534,0,32,0
185,67,Federal-gov,10,Divorced,Prof-specialty,Not-in-family,White,0,0,0,16,0
186,19,Federal-gov,10,Never-married,Adm-clerical,Own-child,White,0,0,0,36,0
187,35,Private,11,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,1
188,38,Private,9,Married-civ-spouse,Transport-moving,Husband,Asian-Pac-Islander,1,0,0,50,1
189,42,Private,9,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,45,1
190,30,Private,13,Married-spouse-absent,Adm-clerical,Unmarried,Other,1,5571,0,29,0
191,24,Private,9,Never-married,Other-service,Not-in-family,White,0,0,0,40,0
192,20,State-gov,10,Never-married,Farming-fishing,Not-in-family,White,1,0,0,45,0
193,58,Private,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,1
194,35,Private,9,Married-civ-spouse,Transport-moving,Husband,White,1,0,0,25,0
195,25,Private,10,Never-married,Handlers-cleaners,Own-child,White,1,0,0,40,0
196,36,Private,11,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,1
197,21,Private,7,Never-married,Other-service,Own-child,White,0,0,0,10,0
198,35,Self-emp-not-inc,10,Divorced,Other-service,Unmarried,Amer-Indian-Eskimo,0,0,0,34,0
199,20,Private,9,Married-civ-spouse,Farming-fishing,Own-child,White,1,0,0,31,0
200,37,Private,9,Widowed,Adm-clerical,Unmarried,Black,0,0,0,40,0
201,37,Private,10,Married-civ-spouse,Other-service,Husband,White,1,0,0,25,0
202,49,Self-emp-not-inc,10,Married-civ-spouse,Sales,Husband,White,1,0,0,45,1
203,29,Self-emp-inc,10,Divorced,Handlers-cleaners,Own-child,White,0,0,0,37,0
204,51,Private,9,Married-civ-spouse,Transport-moving,Husband,White,1,0,0,50,1
205,24,Private,9,Never-married,Adm-clerical,Unmarried,White,0,0,0,40,0
206,49,Federal-gov,14,Married-spouse-absent,Prof-specialty,Not-in-family,Black,0,0,0,40,0
207,68,Private,15,Never-married,Armed-Forces,Not-in-family,White,1,8112,0,50,0
208,24,Self-emp-not-inc,10,Never-married,Exec-managerial,Not-in-family,White,0,0,0,36,0
209,30,Private,13,Married-civ-spouse,Tech-support,Husband,White,1,0,0,55,1
210,58,Self-emp-not-inc,11,Married-civ-spouse,Farming-fishing,Husband,White,1,0,0,64,1
211,39,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,53,1
212,35,Local-gov,16,Divorced,Prof-specialty,Not-in-family,White,0,0,0,40,1
213,22,?,9,Never-married,?,Not-in-family,White,0,0,0,61,0
214,36,Private,9,Married-civ-spouse,Transport-moving,Husband,White,1,0,0,40,1
215,37,State-gov,14,Divorced,Prof-specialty,Unmarried,White,0,0,0,40,0
216,27,Local-gov,10,Married-civ-spouse,Prof-specialty,Not-in-family,White,1,0,0,40,1
217,24,Private,13,Never-married,Protective-serv,Not-in-family,White,1,0,0,40,0
218,25,Private,13,Never-married,Sales,Not-in-family,White,1,0,0,45,1
219,49,,10,Divorced,,Not-in-family,White,0,0,0,15,0
220,25,Private,9,Married-AF-spouse,Adm-clerical,Wife,White,0,0,0,25,0
221,25,Private,9,Never-married,Tech-support,Own-child,White,1,0,0,16,0
222,44,Private,9,Divorced,Priv-house-serv,Not-in-family,White,0,0,0,50,0
223,42,Private,12,Widowed,Craft-repair,Unmarried,Amer-Indian-Eskimo,0,0,0,25,0
224,29,Self-emp-inc,14,Married-civ-spouse,Exec-managerial,Husband,White,1,16758,0,50,1
225,48,Self-emp-not-inc,13,Married-civ-spouse,Protective-serv,Husband,White,1,7614,1845,53,1
226,49,Private,10,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,0
227,21,Private,10,Never-married,Farming-fishing,Own-child,White,1,0,0,24,0
228,43,Private,11,Married-civ-spouse,Exec-managerial,Husband,White,1,9714,0,45,1
229,21,Private,9,Never-married,Protective-serv,Not-in-family,White,0,0,0,20,0
230,36,Private,10,Never-married,Sales,Unmarried,White,0,0,0,37,0
231,36,Local-gov,15,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,1,0,0,40,1
232,24,Private,15,Never-married,Prof-specialty,Not-in-family,White,1,0,0,40,0
233,57,Private,9,Divorced,Machine-op-inspct,Unmarried,Black,0,0,0,40,0
234,46,Never-worked,10,Divorced,Tech-support,Not-in-family,White,1,0,0,40,0
235,36,Private,11,Divorced,Craft-repair,Not-in-family,White,1,0,0,80,0
236,54,Private,9,Married-spouse-absent,Transport-moving,Not-in-family,White,1,0,0,20,0
237,50,Private,10,Married-spouse-absent,Adm-clerical,Not-in-family,White,0,0,0,33,0
238,42,Private,13,Divorced,Exec-managerial,Not-in-family,White,0,0,0,45,1
239,64,,4,Married-civ-spouse,Priv-house-serv,Not-in-family,White,0,0,0,25,0
240,31,Private,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,0
241,54,Private,9,Married-civ-spouse,Adm-clerical,Wife,White,0,0,0,25,0
242,38,Private,10,Never-married,Exec-managerial,Not-in-family,White,0,0,0,50,0
243,55,Local-gov,15,Never-married,Prof-specialty,Unmarried,Asian-Pac-Islander,0,0,983,40,1
244,27,Private,11,Married-civ-spouse,Adm-clerical,Wife,White,0,0,0,40,0
245,37,Local-gov,4,Married-civ-spouse,Machine-op-inspct,Husband,Other,1,0,0,40,0
246,40,Local-gov,14,Married-civ-spouse,Protective-serv,Not-in-family,Other,1,0,0,40,1
247,25,Private,9,Never-married,Handlers-cleaners,Own-child,White,1,0,0,20,0
248,32,Self-emp-inc,13,Never-married,Tech-support,Not-in-family,White,0,0,0,37,0
249,52,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,Husband,White,1,0,3401,45,1
250,53,Self-emp-not-inc,10,Married-civ-spouse,Transport-moving,Husband,Asian-Pac-Islander,1,0,0,40,0
251,24,Local-gov,13,Never-married,Prof-specialty,Not-in-family,White,0,0,0,36,0
252,36,Private,9,Never-married,Farming-fishing,Own-child,White,1,8063,0,25,0
253,49,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,1,0,2283,50,1
254,58,Private,4,Widowed,Other-service,Not-in-family,White,0,0,0,25,0
255,58,Self-emp-not-inc,12,Married-civ-spouse,Prof-specialty,Husband,White,1,6218,0,40,1
256,17,,10,Never-married,,Own-child,White,0,0,0,16,0
257,27,State-gov,10,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,0,0,0,40,0
258,50,Private,9,Divorced,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,0,0,0,40,0
259,36,Private,9,Married-civ-spouse,Adm-clerical,Wife,White,1,0,0,50,1
260,21,Private,10,Never-married,Adm-clerical,Other-relative,White,1,0,0,24,0
261,58,,7,Married-spouse-absent,,Own-child,White,1,0,0,10,0
262,20,Private,9,Never-married,Adm-clerical,Own-child,Black,0,0,0,20,0
263,47,Private,11,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,40,1
264,35,Private,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,50,1
265,21,Private,13,Never-married,Sales,Unmarried,Asian-Pac-Islander,0,0,0,34,0
266,20,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,0,0,0,34,0
267,21,?,9,Married-civ-spouse,Sales,Own-child,White,0,0,0,24,0
268,35,Private,9,Separated,Machine-op-inspct,Not-in-family,White,1,0,0,40,0
269,22,Private,10,Divorced,Sales,Not-in-family,White,0,0,0,45,0
270,77,?,4,Married-civ-spouse,?,Husband,White,1,0,0,15,1
271,45,?,10,Divorced,?,Unmarried,White,1,0,0,16,0
272,35,Private,11,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,45,1
273,21,State-gov,10,Never-married,Adm-clerical,Own-child,White,1,0,0,10,0
274,32,Private,13,Married-civ-spouse,Sales,Husband,White,1,0,0,50,1
275,34,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,40,1
276,24,Private,13,Never-married,Protective-serv,Own-child,Other,0,0,0,40,0
277,23,Federal-gov,9,Married-AF-spouse,Adm-clerical,Wife,Black,0,0,0,40,0
278,51,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,Husband,White,1,0,0,50,1
279,45,,4,Separated,,Not-in-family,White,1,0,0,40,0
280,32,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,40,1
281,48,Private,11,Married-civ-spouse,Handlers-cleaners,Husband,Other,1,0,0,50,0
282,25,Private,4,Never-married,Transport-moving,Not-in-family,White,1,0,0,34,0
283,25,Private,10,Never-married,Exec-managerial,Not-in-family,White,1,10640,0,40,0
284,39,State-gov,13,Married-civ-spouse,Sales,Husband,Other,0,0,0,54,1
285,50,Private,10,Married-civ-spouse,Transport-moving,Husband,White,1,0,0,40,1
286,34,Local-gov,9,Divorced,Other-service,Unmarried,Black,0,0,0,40,0
287,31,?,10,Married-civ-spouse,?,Husband,White,1,0,0,25,0
288,38,Private,10,Divorced,Tech-support,Not-in-family,White,0,0,0,40,0
289,37,Private,9,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,40,1
290,44,,15,Never-married,Prof-specialty,Unmarried,Other,1,0,0,25,0
291,27,State-gov,7,Separated,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,0,0,0,36,0
292,33,Private,9,Divorced,Machine-op-inspct,Unmarried,White,0,0,0,40,0
293,24,Private,4,Never-married,Handlers-cleaners,Own-child,White,1,0,0,40,0
294,60,Self-emp-not-inc,10,Married-civ-spouse,Transport-moving,Husband,Asian-Pac-Islander,1,6697,0,40,0
295,24,Local-gov,11,Never-married,Sales,Not-in-family,White,0,0,0,50,0
296,56,Private,13,Never-married,Tech-support,Not-in-family,White,0,7350,0,50,0
297,59,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,Husband,White,1,0,0,50,0
298,50,Private,15,Divorced,Exec-managerial,Not-in-family,White,1,8076,0,50,0
299,19,?,7,Never-married,?,Husband,White,1,0,0,20,0
300,33,Private,13,Married-civ-spouse,Prof-specialty,Wife,Black,0,0,0,40,0
301,19,Private,4,Never-married,Other-service,Own-child,White,0,0,0,35,0
302,24,Private,7,Separated,Sales,Unmarried,Amer-Indian-Eskimo,1,0,0,56,0
303,63,Self-emp-not-inc,5,Widowed,Adm-clerical,Not-in-family,White,0,0,0,25,0
304,23,Private,9,Never-married,Farming-fishing,Own-child,White,1,0,0,33,0
305,38,,10,Married-civ-spouse,,Not-in-family,White,1,0,0,33,0
306,23,Private,9,Never-married,Other-service,Other-relative,White,0,0,0,25,0
307,23,Private,10,Widowed,Adm-clerical,Unmarried,White,0,0,0,40,0
308,32,Private,9,Married-civ-spouse,Transport-moving,Husband,White,1,0,0,40,0
309,24,Private,9,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,45,1
310,29,Private,10,Married-civ-spouse,Sales,Husband,White,1,0,0,45,1
311,37,Private,9,Married-civ-spouse,Transport-moving,Husband,White,1,0,0,40,1
312,42,Private,16,Divorced,Exec-managerial,Not-in-family,White,0,0,0,45,1
313,53,Private,11,Divorced,Sales,Not-in-family,White,0,0,0,40,0
314,28,,11,Married-civ-spouse,Handlers-cleaners,Husband,White,1,0,0,16,0
315,53,Private,5,Widowed,Other-service,Not-in-family,White,0,0,0,25,0
316,42,Private,4,Widowed,Exec-managerial,Unmarried,Black,0,0,0,40,0
317,51,Private,5,Divorced,Priv-house-serv,Unmarried,White,0,0,0,8,0
318,29,Private,9,Married-civ-spouse,Machine-op-inspct,Own-child,White,1,0,0,40,0
319,28,Private,13,Separated,Adm-clerical,Not-in-family,Black,1,7241,0,40,0
320,32,Self-emp-not-inc,7,Never-married,Prof-specialty,Husband,White,1,0,0,45,0
321,64,Self-emp-not-inc,10,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,50,0
322,35,Private,10,Never-married,Adm-clerical,Own-child,White,0,0,0,8,0
323,27,?,7,Never-married,?,Husband,White,1,0,0,16,0
