age,workclass,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,income
38,Local-gov,9,Married-civ-spouse,Protective-serv,Husband,Asian-Pac-Islander,1,0,0,54,1
54,?,1,Married-civ-spouse,?,Wife,White,0,0,0,40,0
51,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,40,1
25,Private,10,Never-married,Sales,Own-child,White,1,0,0,40,0
49,Self-emp-not-inc,13,Married-civ-spouse,Farming-fishing,Husband,White,1,0,0,70,0
61,Federal-gov,13,Married-civ-spouse,Exec-managerial,Wife,White,0,0,0,40,0
20,Private,10,Never-married,Machine-op-inspct,Own-child,Amer-Indian-Eskimo,1,0,0,40,0
28,Private,10,Never-married,Machine-op-inspct,Own-child,White,1,0,0,60,0
48,Private,6,Married-civ-spouse,Farming-fishing,Husband,Black,1,0,0,40,0
53,Self-emp-inc,10,Married-civ-spouse,Sales,Husband,White,1,0,1887,48,1
48,Self-emp-not-inc,11,Married-civ-spouse,Exec-managerial,Wife,White,0,0,0,25,1
30,Local-gov,13,Married-civ-spouse,Protective-serv,Husband,White,1,0,0,40,0
44,Self-emp-not-inc,14,Divorced,Exec-managerial,Unmarried,White,0,0,0,40,0
49,State-gov,10,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,40,0
25,Self-emp-not-inc,10,Never-married,Other-service,Not-in-family,White,0,0,0,22,0
39,State-gov,12,Married-civ-spouse,Protective-serv,Husband,White,1,0,0,52,0
20,,10,Never-married,,Not-in-family,Amer-Indian-Eskimo,0,0,0,28,0
40,Private,5,Never-married,Machine-op-inspct,Unmarried,Black,0,0,0,40,0
58,Self-emp-not-inc,9,Married-civ-spouse,Sales,Husband,White,1,0,0,35,1
55,Private,10,Married-civ-spouse,Transport-moving,Husband,White,1,0,0,74,1
52,,10,Married-civ-spouse,,Husband,White,1,0,0,80,0
28,Private,9,Married-civ-spouse,Transport-moving,Husband,White,1,0,0,40,0
23,Private,5,Never-married,Machine-op-inspct,Other-relative,White,1,0,0,35,0
65,Local-gov,9,Married-civ-spouse,Handlers-cleaners,Husband,White,1,6418,0,45,1
23,Private,13,Never-married,Exec-managerial,Not-in-family,White,0,0,0,45,0
28,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,1,0,0,40,0
28,Self-emp-not-inc,11,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,45,0
51,Local-gov,14,Divorced,Exec-managerial,Not-in-family,White,0,0,0,40,0
19,Private,9,Never-married,Machine-op-inspct,Own-child,White,1,0,0,40,0
18,Private,10,Never-married,Sales,Own-child,Black,0,0,0,21,0
23,Private,9,Married-civ-spouse,Adm-clerical,Wife,White,0,3908,0,40,0
43,Private,10,Married-civ-spouse,Protective-serv,Husband,Other,1,0,0,32,0
33,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,1,15024,0,50,1
41,Private,15,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,50,1
33,Self-emp-inc,9,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,50,0
47,Private,10,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,0
48,Private,7,Married-civ-spouse,Machine-op-inspct,Husband,White,1,0,0,40,0
29,Private,10,Divorced,Tech-support,Not-in-family,White,1,0,0,58,0
34,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,40,1
43,Private,14,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,1,0,0,40,1
27,Private,13,Never-married,Adm-clerical,Not-in-family,White,1,0,0,40,0
42,Private,9,Divorced,Adm-clerical,Unmarried,White,0,3325,0,40,0
54,Private,9,Married-civ-spouse,Adm-clerical,Husband,White,1,0,0,45,0
18,,9,Never-married,,Own-child,White,0,0,0,3,0
46,Private,6,Divorced,Transport-moving,Not-in-family,White,1,0,0,50,0
40,Private,10,Never-married,Sales,Not-in-family,Black,0,0,0,40,0
30,State-gov,9,Divorced,Other-service,Unmarried,White,0,0,0,50,0
36,Federal-gov,13,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,45,0
43,Local-gov,10,Married-civ-spouse,Farming-fishing,Husband,White,1,0,2002,40,0
27,Local-gov,13,Married-civ-spouse,Prof-specialty,Wife,Amer-Indian-Eskimo,0,0,0,40,0
40,Private,10,Married-civ-spouse,Sales,Husband,White,1,4386,0,50,0
38,?,4,Divorced,?,Unmarried,Black,0,0,0,30,0
26,Private,13,Never-married,Prof-specialty,Not-in-family,White,1,0,0,45,0
18,Private,7,Never-married,Sales,Own-child,White,0,0,0,49,0
23,State-gov,10,Never-married,Adm-clerical,Own-child,Black,1,0,0,20,0
24,Private,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,0
20,Private,10,Never-married,Machine-op-inspct,Other-relative,Black,0,0,0,35,0
24,Private,9,Never-married,Other-service,Own-child,Black,1,0,0,40,0
42,Self-emp-inc,8,Divorced,Craft-repair,Not-in-family,White,1,0,0,10,0
25,Private,9,Never-married,Transport-moving,Not-in-family,White,1,0,0,40,0
18,?,10,Never-married,?,Own-child,Black,0,0,1602,40,0
22,Private,9,Married-civ-spouse,Tech-support,Husband,White,1,0,0,40,0
40,Private,14,Divorced,Prof-specialty,Not-in-family,White,1,0,0,43,0
46,Private,14,Divorced,Exec-managerial,Not-in-family,White,0,0,0,45,0
61,Self-emp-inc,14,Widowed,Exec-managerial,Unmarried,White,0,0,0,99,0
28,Private,13,Never-married,Exec-managerial,Not-in-family,White,0,0,0,60,0
40,Private,11,Married-civ-spouse,Prof-specialty,Wife,White,0,0,0,36,0
50,Self-emp-not-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,35,0
47,Private,9,Married-civ-spouse,Tech-support,Husband,White,1,0,0,40,0
50,Private,10,Married-civ-spouse,Sales,Husband,White,1,0,0,45,1
18,,7,Never-married,,Own-child,White,1,0,0,20,0
18,Local-gov,6,Never-married,Other-service,Own-child,White,1,0,0,25,0
19,Private,9,Never-married,Craft-repair,Own-child,White,1,0,0,40,0
28,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,1,5178,0,50,1
36,Self-emp-not-inc,13,Married-civ-spouse,Exec-managerial,Wife,White,0,0,0,40,0
49,Self-emp-not-inc,10,Never-married,Other-service,Not-in-family,White,1,0,0,20,0
55,Federal-gov,9,Married-civ-spouse,Protective-serv,Husband,White,1,0,0,40,0
35,Self-emp-not-inc,10,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,60,1
40,Private,6,Divorced,Craft-repair,Not-in-family,White,1,0,0,50,0
59,Self-emp-not-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,35,0
46,Private,11,Divorced,Tech-support,Unmarried,Black,0,0,625,40,0
24,Private,10,Married-spouse-absent,Farming-fishing,Unmarried,White,0,0,0,40,0
31,Private,12,Divorced,Other-service,Not-in-family,White,0,0,0,32,0
26,Local-gov,13,Never-married,Prof-specialty,Not-in-family,White,0,4865,0,35,0
63,Private,6,Married-civ-spouse,Craft-repair,Husband,White,1,0,1740,40,0
36,Federal-gov,13,Married-civ-spouse,Exec-managerial,Wife,White,0,0,0,40,0
35,Local-gov,13,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,40,0
48,Self-emp-inc,10,Never-married,Craft-repair,Not-in-family,White,1,0,0,45,0
28,Private,10,Never-married,Sales,Own-child,Black,1,0,0,40,0
36,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,40,0
56,Private,9,Separated,Machine-op-inspct,Unmarried,Black,0,0,0,40,0
25,Private,9,Never-married,Machine-op-inspct,Not-in-family,White,1,0,0,40,0
38,Private,13,Never-married,Other-service,Own-child,White,0,0,0,35,0
42,Private,12,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,55,0
22,,10,Never-married,,Own-child,White,0,0,0,40,0
34,Local-gov,13,Never-married,Prof-specialty,Not-in-family,White,0,0,0,40,0
43,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,1,0,1902,40,1
55,Private,9,Widowed,Craft-repair,Unmarried,White,1,0,0,51,0
18,Private,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,25,0
27,,10,Never-married,,Unmarried,White,0,0,0,25,0
17,?,6,Never-married,?,Own-child,Black,0,0,0,40,0
28,Private,9,Divorced,Adm-clerical,Unmarried,White,0,0,0,40,0
23,Private,11,Never-married,Other-service,Own-child,White,0,0,0,15,0
31,?,9,Never-married,?,Own-child,Amer-Indian-Eskimo,1,0,0,40,0
38,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,55,1
47,Private,9,Married-civ-spouse,Adm-clerical,Wife,White,0,0,0,20,1
23,Private,10,Married-civ-spouse,Sales,Wife,White,0,0,0,47,0
37,Private,9,Married-civ-spouse,Other-service,Other-relative,Black,0,0,0,35,0
55,Private,9,Married-civ-spouse,Transport-moving,Husband,White,1,0,0,50,0
37,Private,9,Divorced,Sales,Not-in-family,White,1,0,0,40,0
38,Private,9,Never-married,Craft-repair,Not-in-family,White,1,0,0,40,0
33,Private,9,Separated,Machine-op-inspct,Unmarried,Black,0,0,0,40,0
42,Private,13,Married-civ-spouse,Tech-support,Husband,White,1,0,0,45,1
18,Private,7,Never-married,Machine-op-inspct,Own-child,White,1,0,0,21,0
51,Private,9,Married-civ-spouse,Transport-moving,Husband,White,1,0,0,50,0
38,Self-emp-not-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,60,0
48,Private,10,Never-married,Prof-specialty,Unmarried,White,0,0,0,45,0
34,Private,9,Never-married,Exec-managerial,Not-in-family,White,1,0,0,50,0
26,Private,10,Married-civ-spouse,Machine-op-inspct,Husband,Black,1,0,0,40,0
42,Private,12,Divorced,Adm-clerical,Unmarried,White,0,0,0,40,0
58,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,1,0,0,40,0
19,Private,9,Never-married,Other-service,Own-child,White,1,0,0,20,0
24,Private,10,Separated,Adm-clerical,Unmarried,White,0,0,0,35,0
22,Private,12,Never-married,Handlers-cleaners,Not-in-family,Black,1,0,2824,40,1
45,Local-gov,14,Married-civ-spouse,Prof-specialty,Husband,White,1,7688,0,40,1
28,Private,11,Never-married,Tech-support,Not-in-family,Black,0,0,0,40,0
53,State-gov,12,Divorced,Adm-clerical,Unmarried,Amer-Indian-Eskimo,0,0,0,40,0
22,Private,10,Never-married,Adm-clerical,Own-child,White,0,0,0,40,0
24,State-gov,14,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,1,0,0,20,0
31,Private,13,Never-married,Prof-specialty,Not-in-family,White,0,0,0,40,0
39,Private,9,Married-civ-spouse,Adm-clerical,Wife,White,0,0,0,25,0
21,?,9,Never-married,?,Not-in-family,White,0,1055,0,40,0
44,Private,15,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,55,1
27,Private,11,Married-civ-spouse,Sales,Husband,White,1,0,0,35,0
54,Private,11,Married-civ-spouse,Protective-serv,Husband,Black,1,15024,0,38,1
40,Local-gov,9,Married-civ-spouse,Other-service,Husband,Other,1,0,0,40,0
26,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,72,0
35,Private,9,Married-civ-spouse,Exec-managerial,Husband,Black,1,0,0,50,1
31,Private,10,Married-civ-spouse,Adm-clerical,Husband,White,1,0,0,40,1
49,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,1,0,1887,40,1
31,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,1,0,2415,70,1
46,Private,9,Married-civ-spouse,Sales,Husband,White,1,0,0,35,0
58,Private,4,Never-married,Handlers-cleaners,Not-in-family,White,0,0,0,33,0
53,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,1,0,1977,55,1
27,Local-gov,9,Never-married,Transport-moving,Own-child,Black,1,0,0,40,0
51,Private,9,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,40,0
66,Private,12,Never-married,Prof-specialty,Not-in-family,White,1,0,0,7,0
39,Private,9,Married-civ-spouse,Sales,Wife,White,0,0,0,36,0
24,Federal-gov,13,Never-married,Exec-managerial,Not-in-family,White,0,2174,0,40,0
40,Self-emp-not-inc,14,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,50,0
28,Private,9,Married-civ-spouse,Sales,Husband,White,1,0,0,40,0
19,Private,9,Never-married,Transport-moving,Own-child,White,1,0,0,40,0
33,Self-emp-not-inc,6,Married-civ-spouse,Transport-moving,Husband,Black,1,0,0,50,0
47,State-gov,10,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,1
42,Private,9,Divorced,Adm-clerical,Unmarried,White,0,0,0,40,0
25,Private,11,Never-married,Prof-specialty,Not-in-family,White,0,0,0,36,0
45,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,50,0
24,Private,13,Never-married,Sales,Not-in-family,White,1,0,0,40,0
35,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,45,1
39,Private,10,Divorced,Handlers-cleaners,Not-in-family,White,1,0,0,40,0
53,Private,10,Married-civ-spouse,Tech-support,Husband,White,1,0,0,40,0
55,Private,7,Widowed,Handlers-cleaners,Unmarried,White,0,0,0,40,0
39,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,White,1,0,0,40,0
35,Self-emp-not-inc,9,Never-married,Machine-op-inspct,Own-child,White,1,8614,0,40,1
44,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,40,1
22,?,10,Never-married,?,Own-child,White,1,0,0,40,0
30,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,50,1
45,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,1,15024,0,40,1
20,Private,9,Never-married,Handlers-cleaners,Own-child,White,1,0,0,40,0
40,Private,10,Divorced,Craft-repair,Other-relative,White,1,0,0,50,0
51,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,47,1
32,Private,5,Married-civ-spouse,Farming-fishing,Husband,Black,1,0,0,40,0
39,Federal-gov,9,Never-married,Exec-managerial,Unmarried,White,0,0,0,45,0
43,Private,10,Divorced,Machine-op-inspct,Unmarried,Black,0,0,0,38,0
33,Private,11,Divorced,Sales,Not-in-family,White,1,0,0,50,0
29,Local-gov,10,Married-civ-spouse,Transport-moving,Husband,White,1,0,0,40,0
38,Private,12,Married-civ-spouse,Tech-support,Husband,White,1,0,0,40,1
23,Private,12,Never-married,Other-service,Own-child,Black,1,0,0,44,0
50,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,60,0
50,Federal-gov,10,Divorced,Adm-clerical,Unmarried,White,0,0,880,40,0
24,Private,10,Never-married,Adm-clerical,Own-child,Black,0,0,0,20,0
17,Private,7,Never-married,Other-service,Other-relative,White,0,0,0,22,0
36,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,45,1
43,Self-emp-not-inc,9,Never-married,Farming-fishing,Not-in-family,White,1,0,0,60,0
47,Private,8,Married-spouse-absent,Exec-managerial,Not-in-family,White,0,0,0,55,0
40,Private,6,Divorced,Craft-repair,Own-child,White,1,0,0,40,0
20,?,10,Never-married,?,Own-child,White,1,0,0,20,0
50,Self-emp-inc,15,Married-civ-spouse,Prof-specialty,Husband,White,1,99999,0,55,1
30,Self-emp-not-inc,10,Married-civ-spouse,Sales,Husband,Amer-Indian-Eskimo,1,0,0,55,1
55,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,1,7298,0,40,1
48,Private,10,Never-married,Exec-managerial,Not-in-family,White,1,0,0,72,0
66,?,11,Widowed,?,Not-in-family,White,0,2964,0,30,0
43,Private,7,Divorced,Farming-fishing,Not-in-family,White,1,0,0,80,0
48,Private,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,1,0,0,42,1
56,Private,9,Divorced,Other-service,Unmarried,White,0,0,0,40,0
36,Private,9,Married-civ-spouse,Adm-clerical,Wife,White,0,0,0,40,1
44,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,Husband,White,1,15024,0,60,1
43,Self-emp-not-inc,8,Married-civ-spouse,Transport-moving,Husband,White,1,0,0,60,0
22,State-gov,10,Never-married,Adm-clerical,Not-in-family,White,0,0,0,8,0
28,Self-emp-not-inc,7,Never-married,Craft-repair,Not-in-family,White,1,0,0,40,0
47,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,1,7298,0,44,1
26,Private,10,Never-married,Other-service,Own-child,White,1,0,0,40,0
20,Private,9,Never-married,Sales,Other-relative,White,1,0,0,60,0
38,Private,11,Married-civ-spouse,Other-service,Husband,White,1,0,0,40,0
39,Federal-gov,13,Never-married,Adm-clerical,Not-in-family,White,1,0,0,45,0
35,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,55,0
45,Private,9,Divorced,Adm-clerical,Not-in-family,White,0,0,0,50,0
50,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,1,0,0,45,1
34,Self-emp-not-inc,10,Married-civ-spouse,Farming-fishing,Wife,White,0,0,0,30,0
51,Self-emp-not-inc,7,Married-civ-spouse,Farming-fishing,Husband,White,1,0,0,45,1
31,Private,9,Married-civ-spouse,Adm-clerical,Wife,White,0,0,0,40,0
57,Private,9,Separated,Sales,Unmarried,White,0,0,0,40,0
36,Private,12,Married-civ-spouse,Exec-managerial,Wife,White,0,0,0,37,0
51,Private,7,Never-married,Other-service,Not-in-family,Black,0,0,0,40,0
61,Self-emp-not-inc,14,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,4,0
35,Private,9,Never-married,Craft-repair,Not-in-family,White,1,0,0,70,0
58,Private,9,Divorced,Adm-clerical,Unmarried,White,0,2174,0,40,0
20,Private,10,Never-married,Prof-specialty,Other-relative,White,1,0,0,12,0
42,Federal-gov,13,Divorced,Adm-clerical,Own-child,White,1,0,0,40,0
38,Private,9,Separated,Other-service,Unmarried,Black,0,0,0,32,0
25,Private,10,Never-married,Adm-clerical,Not-in-family,White,0,0,0,45,0
28,Private,10,Never-married,Adm-clerical,Not-in-family,White,0,0,0,40,0
18,Private,4,Never-married,Other-service,Own-child,Black,1,0,0,20,0
20,State-gov,10,Never-married,Prof-specialty,Own-child,White,1,0,0,40,0
41,Self-emp-not-inc,11,Married-civ-spouse,Farming-fishing,Husband,White,1,0,0,70,1
36,Private,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,1,0,0,55,1
44,Private,9,Married-civ-spouse,Adm-clerical,Husband,White,1,0,0,45,0
39,Private,9,Divorced,Other-service,Not-in-family,White,1,0,0,40,0
30,Private,7,Married-civ-spouse,Machine-op-inspct,Husband,White,1,0,0,55,0
57,Self-emp-inc,9,Married-civ-spouse,Adm-clerical,Husband,White,1,0,0,50,0
24,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,White,1,0,0,40,0
23,Private,13,Never-married,Prof-specialty,Not-in-family,White,0,0,0,40,0
28,Private,9,Married-civ-spouse,Other-service,Wife,Black,0,0,0,23,0
47,Private,9,Divorced,Machine-op-inspct,Unmarried,White,0,0,0,60,0
59,Self-emp-inc,3,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,1,99999,0,40,1
32,Private,9,Married-civ-spouse,Sales,Husband,White,1,0,0,50,0
32,Private,9,Married-civ-spouse,Craft-repair,Husband,White,1,3781,0,40,0
50,Private,12,Divorced,Adm-clerical,Not-in-family,Asian-Pac-Islander,1,0,0,40,0
36,Private,10,Never-married,Craft-repair,Own-child,White,1,2174,0,60,0
33,Private,9,Never-married,Adm-clerical,Not-in-family,White,0,0,0,40,0
48,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,1,0,1977,60,1
25,State-gov,13,Never-married,Other-service,Not-in-family,White,0,2597,0,50,0
17,Private,7,Never-married,Other-service,Own-child,White,0,0,0,16,0
18,Private,9,Never-married,Handlers-cleaners,Own-child,White,1,0,0,40,0
39,Private,12,Married-civ-spouse,Machine-op-inspct,Husband,White,1,0,0,40,0
21,,10,Never-married,,Other-relative,White,0,0,0,52,0
51,Private,10,Married-civ-spouse,Adm-clerical,Wife,White,0,0,1902,40,1
47,Private,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,56,1
52,Private,6,Married-civ-spouse,Machine-op-inspct,Husband,White,1,0,0,50,0
48,Private,11,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,1,0,0,56,1
23,Private,10,Never-married,Farming-fishing,Not-in-family,White,1,0,0,66,0
49,Self-emp-inc,10,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,50,1
45,Private,9,Married-civ-spouse,Sales,Husband,White,1,0,0,40,1
26,Self-emp-not-inc,12,Married-civ-spouse,Farming-fishing,Husband,White,1,0,0,75,0
22,Private,13,Never-married,Tech-support,Not-in-family,Asian-Pac-Islander,1,0,2339,40,0
58,Private,9,Married-civ-spouse,Adm-clerical,Wife,White,0,0,0,40,1
44,Private,9,Married-civ-spouse,Transport-moving,Husband,White,1,0,0,40,0
40,Private,10,Married-civ-spouse,Handlers-cleaners,Husband,White,1,0,1887,40,1
24,Private,9,Never-married,Sales,Own-child,Black,0,0,0,20,0
22,Private,13,Never-married,Sales,Not-in-family,White,0,0,0,16,0
61,State-gov,9,Married-civ-spouse,Transport-moving,Husband,White,1,0,0,40,0
38,,10,Married-civ-spouse,,Wife,White,0,0,0,40,0
34,Local-gov,10,Divorced,Adm-clerical,Unmarried,White,0,0,0,35,0
43,Private,13,Married-civ-spouse,Transport-moving,Husband,White,1,0,0,70,1
46,Private,13,Separated,Prof-specialty,Unmarried,Black,0,0,0,32,0
27,Private,10,Never-married,Sales,Not-in-family,White,1,0,0,40,0
37,Federal-gov,9,Married-civ-spouse,Adm-clerical,Wife,White,0,0,0,40,1
49,Private,9,Never-married,Transport-moving,Unmarried,Black,0,1506,0,40,0
30,Private,9,Divorced,Transport-moving,Not-in-family,White,1,0,0,40,0
45,Self-emp-not-inc,11,Married-civ-spouse,Sales,Husband,White,1,3411,0,40,0
45,Private,11,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,1
54,Self-emp-not-inc,9,Married-civ-spouse,Transport-moving,Husband,White,1,0,0,60,1
33,Private,13,Never-married,Adm-clerical,Not-in-family,Black,0,0,0,40,0
48,Local-gov,14,Married-civ-spouse,Prof-specialty,Wife,White,0,0,0,40,1
40,Federal-gov,13,Never-married,Prof-specialty,Not-in-family,White,0,0,0,40,0
47,Private,13,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,1,0,0,40,1
38,Private,7,Married-civ-spouse,Adm-clerical,Wife,White,0,0,0,32,0
27,Private,9,Divorced,Tech-support,Not-in-family,White,0,0,0,45,0
27,Private,9,Married-civ-spouse,Transport-moving,Husband,White,1,0,0,40,0
45,Private,3,Married-spouse-absent,Other-service,Not-in-family,White,1,0,0,40,0
34,Private,9,Married-civ-spouse,Sales,Husband,White,1,0,0,45,0
24,Private,7,Married-civ-spouse,Handlers-cleaners,Husband,Other,1,0,0,40,0
33,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,1,3103,0,47,1
32,Private,13,Married-spouse-absent,Exec-managerial,Not-in-family,White,1,2174,0,55,0
32,Private,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,0
37,Private,13,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,45,1
45,Private,10,Separated,Adm-clerical,Unmarried,White,0,0,0,27,0
